Task ID,Area,Task,Requirements,Difficulty,Points,Combat Mastery
918,Fremennik,Mine Runite Ore in Fremennik.,85 Mining,Hard,80,
919,Fremennik,Fill an Inventory with Arctic Pine Logs in Fremennik.,54 Woodcutting,Medium,30,
920,Fremennik,Enter the Penguin Agility Course.,30 Agility,Medium,30,
921,Fremennik,Complete a Lap of the Penguin Agility Course.,30 Agility,Medium,30,
922,Fremennik,Fish from the Fremennik Docks.,40 Fishing,Medium,30,
923,Fremennik,Use an Enchanted Lyre Teleport.,,Easy,10,
924,Fremennik,Catch an Impling in Fremennik.,17 Hunter,Easy,10,
925,Fremennik,Fill an Inventory with Lobsters in Fremennik.,40 Fishing,Medium,30,
926,Kandarin,Enter the Fishing Guild.,68 Fishing,Hard,80,
927,Kandarin,Enter the Ranging Guild.,40 Ranged,Medium,30,
928,Kandarin,Enter the Wizards’ Guild.,66 Magic,Hard,80,
929,Kandarin,Enter the Legends’ Guild.,107 Quest Points,Hard,80,
930,Kandarin,Enter the Sorcerer’s Tower.,,Easy,10,
931,Kandarin,Enter the Sinclair Mansion.,,Easy,10,
932,Kandarin,Enter McGrubor’s Wood.,,Easy,10,
933,Kandarin,Enter the Ardougne Sewers.,,Easy,10,
934,Kandarin,Enter the Poison Waste Dungeon.,,Medium,30,
935,Kandarin,Enter the Feldip Hunter Area.,,Easy,10,
936,Kandarin,Train at the Seers’ Village Rooftop Course.,60 Agility,Hard,80,
937,Kandarin,Use the Coal Trucks.,20 Mining,Easy,10,
938,Kandarin,Mine Coal in Kandarin.,30 Mining,Medium,30,
939,Kandarin,Mine Mithril Ore in Kandarin.,55 Mining,Medium,30,
940,Kandarin,Fill an Inventory with Coal in Kandarin.,30 Mining,Medium,30,
941,Kandarin,Fish Trout in Kandarin.,20 Fishing,Easy,10,
942,Kandarin,Fish Lobsters in Kandarin.,40 Fishing,Medium,30,
943,Kandarin,Fish Sharks in Kandarin.,76 Fishing,Hard,80,
944,Kandarin,Cook Sharks in Kandarin.,80 Cooking,Hard,80,
945,Kandarin,Chop Maple Trees in Kandarin.,45 Woodcutting,Medium,30,
946,Kandarin,Chop Yew Trees in Kandarin.,60 Woodcutting,Hard,80,
947,Kandarin,Chop Magic Trees in Kandarin.,75 Woodcutting,Hard,80,
948,Kandarin,Fill an Inventory with Maple Logs in Kandarin.,45 Woodcutting,Medium,30,
949,Kandarin,Burn Maple Logs in Kandarin.,45 Firemaking,Medium,30,
950,Kandarin,Burn Magic Logs in Kandarin.,75 Firemaking,Hard,80,
951,Kandarin,Catch Copper Longtails in Kandarin.,9 Hunter,Easy,10,
952,Kandarin,Catch Tropical Wagtails in Kandarin.,19 Hunter,Easy,10,
953,Kandarin,Catch Orange Salamanders in Kandarin.,47 Hunter,Medium,30,
954,Kandarin,Catch Red Salamanders in Kandarin.,59 Hunter,Medium,30,
955,Kandarin,Catch Chinchompas in Kandarin.,53 Hunter,Medium,30,
956,Kandarin,Catch Red Chinchompas in Kandarin.,63 Hunter,Hard,80,
957,Kandarin,Use the Seers’ Village Agility Shortcut.,60 Agility,Hard,80,
958,Kandarin,Cross the Log Balance in Kandarin.,20 Agility,Easy,10,
959,Kandarin,Teleport to Camelot.,45 Magic,Medium,30,
960,Kandarin,Teleport to Ardougne.,51 Magic,Medium,30,
961,Kandarin,Use the Camelot Teleport Spell.,45 Magic,Medium,30,
962,Kandarin,Craft Water Runes in Kandarin.,5 Runecrafting,Easy,10,
963,Kandarin,Craft Law Runes in Kandarin.,54 Runecrafting,Medium,30,
964,Kandarin,Craft Death Runes in Kandarin.,65 Runecrafting,Hard,80,
965,Kandarin,Pickpocket a Cake Stall in Kandarin.,5 Thieving,Easy,10,
966,Kandarin,Pickpocket a Silk Stall in Kandarin.,20 Thieving,Easy,10,
967,Kandarin,Pickpocket a Master Farmer in Kandarin.,38 Thieving,Medium,30,
968,Kandarin,Pickpocket a Hero in Kandarin.,80 Thieving,Hard,80,
969,Kandarin,Use the Ardougne Market Stalls.,5 Thieving,Easy,10,
970,Kandarin,Harvest Flax in Kandarin.,10 Crafting,Easy,10,
971,Kandarin,Spin Flax in Kandarin.,10 Crafting,Easy,10,
972,Kandarin,Craft a Battlestaff in Kandarin.,54 Crafting,Medium,30,
973,Kandarin,Craft a Black Dragonhide Item in Kandarin.,84 Crafting,Hard,80,
974,Kandarin,Smith a Mithril Item in Kandarin.,50 Smithing,Medium,30,
975,Kandarin,Smith an Adamant Item in Kandarin.,70 Smithing,Hard,80,
976,Kandarin,Defeat a Guard in Kandarin.,,Easy,10,
977,Kandarin,Defeat an Ogre in Kandarin.,,Medium,30,
978,Kandarin,Defeat a Terrorbird in Kandarin.,,Medium,30,
979,Kandarin,Defeat a Blue Dragon in Kandarin.,,Hard,80,
980,Kandarin,Defeat a Black Demon in Kandarin.,,Hard,80,
981,Kandarin,Defeat a Fire Giant in Kandarin.,,Medium,30,
982,Kandarin,Defeat a Poison Spider in Kandarin.,,Medium,30,
983,Kandarin,Defeat a Wolf in Kandarin.,,Easy,10,
984,Kandarin,Recharge Prayer at the Seers’ Village Church.,31 Prayer,Medium,30,
985,Kandarin,Use the Furnace in Ardougne.,,Easy,10,
986,Kandarin,Use the Anvil in West Ardougne.,,Easy,10,
987,Kandarin,Speak to Sherlock.,,Easy,10,
988,Kandarin,Speak to King Arthur.,,Easy,10,
989,Kandarin,Speak to the Monk of Entrana.,,Easy,10,
990,Kandarin,Ride the Fishing Trawler Boat.,15 Fishing,Easy,10,
991,Kandarin,Catch Fish on the Fishing Trawler.,15 Fishing,Easy,10,
992,Kandarin,Use the Spirit Tree in Kandarin.,,Easy,10,
993,Kandarin,Enter the Gnome Stronghold Agility Course.,,Easy,10,
994,Kandarin,Complete a Lap of the Gnome Stronghold Agility Course.,,Easy,10,
995,Kandarin,Enter the Barbarian Outpost Agility Course.,35 Agility,Medium,30,
996,Kandarin,Complete a Lap of the Barbarian Outpost Agility Course.,35 Agility,Medium,30,
997,Kandarin,Fill an Inventory with Flax in Kandarin.,10 Crafting,Easy,10,
998,Kandarin,Fill an Inventory with Chinchompas in Kandarin.,53 Hunter,Medium,30,
999,Kandarin,Burn Yew Logs in Kandarin.,60 Firemaking,Hard,80,
1000,Kandarin,Catch an Impling in Kandarin.,17 Hunter,Easy,10,
1001,Kandarin,Use a Fairy Ring in Kandarin.,,Easy,10,
1002,Kandarin,Fish at Catherby Beach.,16 Fishing,Easy,10,
1003,Kandarin,Cook Lobsters in Catherby.,40 Cooking,Medium,30,
1004,Desert,Enter Sophanem.,,Medium,30,
1005,Desert,Enter Menaphos.,,Hard,80,
1006,Desert,Enter the Kalphite Lair.,,Medium,30,
1007,Desert,Enter the Smoke Dungeon.,,Hard,80,
1008,Desert,Enter the Ancient Pyramid.,50 Thieving,Medium,30,
1009,Desert,Enter the Agility Pyramid.,30 Agility,Medium,30,
1010,Desert,Enter the Desert Mining Camp.,,Easy,10,
1011,Desert,Enter Pollnivneach Slayer Dungeon.,,Hard,80,
1012,Desert,Enter the Ancient Cavern in the Desert.,,Hard,80,
1013,Desert,Complete a Lap of the Agility Pyramid.,30 Agility,Medium,30,
1014,Desert,Climb the Agility Pyramid.,30 Agility,Medium,30,
1015,Desert,Steal from a Silk Stall in Pollnivneach.,20 Thieving,Easy,10,
1016,Desert,Pickpocket a Bandit in Pollnivneach.,55 Thieving,Medium,30,
1017,Desert,Pickpocket a Menaphite Thug in Pollnivneach.,65 Thieving,Hard,80,
1018,Desert,Steal from a Spice Stall in the Desert.,65 Thieving,Hard,80,
1019,Desert,Mine Granite in the Desert.,45 Mining,Medium,30,
1020,Desert,Mine Sandstone in the Desert.,35 Mining,Medium,30,
1021,Desert,Fill an Inventory with Granite in the Desert.,45 Mining,Medium,30,
1022,Desert,Fill an Inventory with Sandstone in the Desert.,35 Mining,Medium,30,
1023,Desert,Catch Desert Lizards in the Desert.,22 Hunter,Easy,10,
1024,Desert,Catch Orange Salamanders in the Desert.,47 Hunter,Medium,30,
1025,Desert,Catch Red Salamanders in the Desert.,59 Hunter,Medium,30,
1026,Desert,Catch Black Salamanders in the Desert.,67 Hunter,Hard,80,
1027,Desert,Catch a Desert Devil in the Desert.,13 Hunter,Easy,10,
1028,Desert,Catch a Dragon Impling in the Desert.,83 Hunter,Hard,80,
1029,Desert,Fish Desert Sole in the Desert.,28 Fishing,Easy,10,
1030,Desert,Fish Catfish in the Desert.,46 Fishing,Medium,30,
1031,Desert,Fish Sharks in the Desert.,76 Fishing,Hard,80,
1032,Desert,Cook Catfish in the Desert.,43 Cooking,Medium,30,
1033,Desert,Cook Sharks in the Desert.,80 Cooking,Hard,80,
1034,Desert,Chop Dead Trees in the Desert.,,Easy,10,
1035,Desert,Burn Oak Logs in the Desert.,15 Firemaking,Easy,10,
1036,Desert,Burn Magic Logs in the Desert.,75 Firemaking,Hard,80,
1037,Desert,Craft Fire Runes in the Desert.,14 Runecrafting,Easy,10,
1038,Desert,Craft Smoke Runes in the Desert.,15 Runecrafting,Easy,10,
1039,Desert,Craft Steam Runes in the Desert.,19 Runecrafting,Easy,10,
1040,Desert,Craft Lava Runes in the Desert.,23 Runecrafting,Easy,10,
1041,Desert,Teleport to Pollnivneach.,66 Magic,Hard,80,
1042,Desert,Teleport to Nardah.,70 Magic,Hard,80,
1043,Desert,Use the Ancient Magicks Spellbook.,50 Magic,Medium,30,
1044,Desert,Cast Ice Burst in the Desert.,70 Magic,Hard,80,
1045,Desert,Cast Ice Barrage in the Desert.,94 Magic,Elite,200,
1046,Desert,Defeat a Desert Lizard in the Desert.,,Easy,10,
1047,Desert,Defeat a Bandit in the Desert.,,Medium,30,
1048,Desert,Defeat a Menaphite Thug in the Desert.,,Hard,80,
1049,Desert,Defeat a Scarab Mage in the Desert.,,Medium,30,
1050,Desert,Defeat a Dust Devil in the Desert.,,Hard,80,
1051,Desert,Defeat a Smoke Devil in the Desert.,,Elite,200,
1052,Desert,Defeat a Kalphite Worker in the Desert.,,Easy,10,
1053,Desert,Defeat a Kalphite Soldier in the Desert.,,Medium,30,
1054,Desert,Defeat a Kalphite Guardian in the Desert.,,Hard,80,
1055,Desert,Defeat a Crocodile in the Desert.,,Medium,30,
1056,Desert,Defeat a Jackal in the Desert.,,Easy,10,
1057,Desert,Defeat a Locust Rider in the Desert.,,Hard,80,
1058,Desert,Recharge Prayer at the Sophanem Altar.,31 Prayer,Medium,30,
1059,Desert,Use the Pollnivneach General Store.,,Easy,10,
1060,Desert,Use the Furnace in Al Kharid.,,Easy,10,
1061,Desert,Use the Anvil in Al Kharid.,,Easy,10,
1062,Desert,Speak to Ali Morrisane.,,Easy,10,
1063,Desert,Speak to Zahur.,,Easy,10,
1064,Desert,Speak to the Bandit Camp Barman.,,Easy,10,
1065,Desert,Use a Carpet Ride in the Desert.,,Easy,10,
1066,Desert,Travel Between Desert Cities by Carpet.,,Easy,10,
1067,Desert,Fill Waterskins in the Desert.,,Easy,10,
1068,Desert,Survive Desert Heat Without Taking Damage.,20 Hitpoints,Easy,10,
1069,Desert,Enter Sophanem Slayer Dungeon.,,Hard,80,
1070,Desert,Fill an Inventory with Granite in Pollnivneach.,45 Mining,Medium,30,
1071,Desert,Fill an Inventory with Sandstone in Pollnivneach.,35 Mining,Medium,30,
1072,Desert,Fill an Inventory with Red Salamanders in the Desert.,59 Hunter,Medium,30,
1073,Desert,Enter the Desert Treasure Pyramid Area.,,Medium,30,
1074,Desert,Use a Fairy Ring in the Desert.,,Easy,10,
1075,Desert,Catch an Impling in the Desert.,17 Hunter,Easy,10,
1076,Desert,Enter the Ruins of Uzer.,,Easy,10,
1077,Desert,Defeat a Skeleton in the Desert.,,Easy,10,
1078,Desert,Defeat a Zombie in the Desert.,,Easy,10,
1079,Desert,Defeat a Locust in the Desert.,,Easy,10,
1080,Desert,Burn Yew Logs in the Desert.,60 Firemaking,Hard,80,
1081,Desert,Craft a Water Battlestaff in the Desert.,54 Crafting,Medium,30,
1082,Morytania,Enter the Slayer Tower.,5 Slayer,Easy,10,
1083,Morytania,Enter Darkmeyer.,,Hard,80,
1084,Morytania,Enter the Barrows Crypts.,,Medium,30,
1085,Morytania,Enter the Haunted Mine.,,Medium,30,
1086,Morytania,Enter the Mort Myre Swamp.,,Easy,10,
1087,Morytania,Enter the Hallowed Sepulchre.,52 Agility,Medium,30,
1088,Morytania,Enter the Grotesque Guardians Rooftop.,75 Slayer,Hard,80,
1089,Morytania,Enter Ver Sinhaza.,,Elite,200,
1090,Morytania,Enter the Theatre of Blood Lobby.,,Elite,200,
1091,Morytania,Complete a Floor of the Hallowed Sepulchre.,52 Agility,Medium,30,
1092,Morytania,Complete a Lap of the Canifis Rooftop Course.,40 Agility,Medium,30,
1093,Morytania,Cross the Broken Bridge in Mort Myre.,30 Agility,Medium,30,
1094,Morytania,Mine Daeyalt Essence in Darkmeyer.,60 Mining,Hard,80,
1095,Morytania,Fish Slimy Eels in Mort Myre.,28 Fishing,Easy,10,
1096,Morytania,Catch Karambwanji in Morytania.,5 Fishing,Easy,10,
1097,Morytania,Cook Slimy Eels in Morytania.,28 Cooking,Easy,10,
1098,Morytania,Chop Hollow Trees in Morytania.,45 Woodcutting,Medium,30,
1099,Morytania,Burn Magic Logs in Morytania.,75 Firemaking,Hard,80,
1100,Morytania,Catch a Swamp Lizard in Morytania.,29 Hunter,Easy,10,
1101,Morytania,Catch a Nature Impling in Morytania.,58 Hunter,Medium,30,
1102,Morytania,Catch a Dragon Impling in Morytania.,83 Hunter,Hard,80,
1103,Morytania,Craft Blood Runes in Morytania.,77 Runecrafting,Hard,80,
1104,Morytania,Craft Nature Runes in Morytania.,44 Runecrafting,Medium,30,
1105,Morytania,Use the Ancient Magicks Spellbook in Morytania.,50 Magic,Medium,30,
1106,Morytania,Teleport to Barrows.,83 Magic,Hard,80,
1107,Morytania,Cast Ice Burst in Morytania.,70 Magic,Hard,80,
1108,Morytania,Cast Ice Barrage in Morytania.,94 Magic,Elite,200,
1109,Morytania,Pickpocket a Villager in Darkmeyer.,50 Thieving,Medium,30,
1110,Morytania,Pickpocket a Vyre in Darkmeyer.,82 Thieving,Hard,80,
1111,Morytania,Steal from a Chest in Hallowed Sepulchre.,52 Agility,Medium,30,
1112,Morytania,Craft Splitbark Armor in Morytania.,40 Crafting,Medium,30,
1113,Morytania,Smith a Mithril Item in Morytania.,50 Smithing,Medium,30,
1114,Morytania,Defeat a Ghoul in Morytania.,,Easy,10,
1115,Morytania,Defeat a Banshee in Morytania.,15 Slayer,Easy,10,
1116,Morytania,Defeat a Bloodveld in Morytania.,50 Slayer,Medium,30,
1117,Morytania,Defeat an Aberrant Spectre in Morytania.,60 Slayer,Hard,80,
1118,Morytania,Defeat a Gargoyle in Morytania.,75 Slayer,Hard,80,
1119,Morytania,Defeat a Nechryael in Morytania.,80 Slayer,Hard,80,
1120,Morytania,Defeat an Abyssal Demon in Morytania.,85 Slayer,Hard,80,
1121,Morytania,Defeat a Cave Horror in Morytania.,58 Slayer,Medium,30,
1122,Morytania,Defeat a Werewolf in Morytania.,,Medium,30,
1123,Morytania,Defeat a Shade in Morytania.,,Easy,10,
1124,Morytania,Defeat a Loar Shade in Morytania.,,Easy,10,
1125,Morytania,Defeat a Pyrefiend in Morytania.,30 Slayer,Medium,30,
1126,Morytania,Defeat a Jelly in Morytania.,52 Slayer,Medium,30,
1127,Morytania,Defeat a Basilisk in Morytania.,40 Slayer,Medium,30,
1128,Morytania,Defeat a Kurask in Morytania.,70 Slayer,Hard,80,
1129,Morytania,Recharge Prayer at the Paterdomus Temple.,31 Prayer,Medium,30,
1130,Morytania,Recharge Prayer in Darkmeyer.,70 Prayer,Hard,80,
1131,Morytania,Use the Furnace in Port Phasmatys.,,Easy,10,
1132,Morytania,Speak to the Strange Old Man.,,Easy,10,
1133,Morytania,Speak to Veliaf Hurtz.,,Easy,10,
1134,Morytania,Speak to the Slayer Master in Canifis.,,Easy,10,
1135,Morytania,Use the Ectofuntus.,31 Prayer,Medium,30,
1136,Morytania,Worship the Ectofuntus.,31 Prayer,Medium,30,
1137,Morytania,Fill an Inventory with Buckets of Slime in Morytania.,,Easy,10,
1138,Morytania,Use a Ghostspeak Amulet in Morytania.,,Easy,10,
1139,Morytania,Enter the Barrows Tunnel.,,Medium,30,
1140,Morytania,Loot the Barrows Chest.,,Hard,80,
1141,Morytania,Complete a Barrows Run.,,Hard,80,
1142,Morytania,Enter the Nightmare Area.,,Hard,80,
1143,Morytania,Enter Slepe.,,Hard,80,
1144,Morytania,Enter Burgh de Rott.,,Medium,30,
1145,Morytania,Burn Shade Remains in Morytania.,20 Firemaking,Easy,10,
1146,Morytania,Open a Shade Chest in Morytania.,,Easy,10,
1147,Morytania,Catch an Impling in Morytania.,17 Hunter,Easy,10,
1148,Morytania,Use a Fairy Ring in Morytania.,,Easy,10,
1149,Morytania,Fill an Inventory with Slimy Eels in Morytania.,28 Fishing,Easy,10,
1150,Morytania,Burn Yew Logs in Morytania.,60 Firemaking,Hard,80,
1151,Morytania,Fill an Inventory with Hollow Bark in Morytania.,45 Woodcutting,Medium,30,
1152,Morytania,Catch a Black Salamander in Morytania.,67 Hunter,Hard,80,
1153,Morytania,Defeat a Vampire in Morytania.,,Medium,30,
1154,Morytania,Defeat a Vyrewatch Sentinel in Morytania.,,Hard,80,
1155,Morytania,Defeat a Flesh Crawler in Morytania.,,Easy,10,
1156,Morytania,Defeat a Giant Bat in Morytania.,,Easy,10,
1157,Morytania,Use the Boat to Port Phasmatys.,,Easy,10,
1158,Morytania,Travel Through Mort Myre Swamp.,,Easy,10,
1159,Tirannwn,Enter Lletya.,50 Agility,Medium,30,
1160,Tirannwn,Enter Prifddinas.,70 Agility,Hard,80,
1161,Tirannwn,Enter the Iorwerth Dungeon.,,Hard,80,
1162,Tirannwn,Enter the Poison Waste.,,Medium,30,
1163,Tirannwn,Enter Zul-Andra.,,Hard,80,
1164,Tirannwn,Enter the Gauntlet Lobby.,,Hard,80,
1165,Tirannwn,Enter the Corrupted Gauntlet Lobby.,,Elite,200,
1166,Tirannwn,Enter the Underground Pass Exit.,50 Agility,Medium,30,
1167,Tirannwn,Enter the Isafdar Forest.,,Medium,30,
1168,Tirannwn,Train at the Prifddinas Agility Course.,75 Agility,Hard,80,
1169,Tirannwn,Complete a Lap of the Prifddinas Agility Course.,75 Agility,Hard,80,
1170,Tirannwn,Use the Dense Forest Agility Shortcut.,56 Agility,Medium,30,
1171,Tirannwn,Cross a Tirannwn Tripwire Trap.,60 Agility,Hard,80,
1172,Tirannwn,Mine Soft Clay in Tirannwn.,,Easy,10,
1173,Tirannwn,Mine Runite Ore in Tirannwn.,85 Mining,Hard,80,
1174,Tirannwn,Fill an Inventory with Soft Clay in Tirannwn.,,Easy,10,
1175,Tirannwn,Catch Raw Bass in Tirannwn.,46 Fishing,Medium,30,
1176,Tirannwn,Catch Raw Shark in Tirannwn.,76 Fishing,Hard,80,
1177,Tirannwn,Cook Sharks in Tirannwn.,80 Cooking,Hard,80,
1178,Tirannwn,Chop Teak Trees in Tirannwn.,35 Woodcutting,Medium,30,
1179,Tirannwn,Chop Magic Trees in Tirannwn.,75 Woodcutting,Hard,80,
1180,Tirannwn,Burn Magic Logs in Tirannwn.,75 Firemaking,Hard,80,
1181,Tirannwn,Catch a Copper Longtail in Tirannwn.,9 Hunter,Easy,10,
1182,Tirannwn,Catch a Carnivorous Chinchompa in Tirannwn.,63 Hunter,Hard,80,
1183,Tirannwn,Catch a Crystal Impling in Tirannwn.,80 Hunter,Hard,80,
1184,Tirannwn,Catch a Dragon Impling in Tirannwn.,83 Hunter,Hard,80,
1185,Tirannwn,Set a Box Trap in Tirannwn.,27 Hunter,Easy,10,
1186,Tirannwn,Craft Cosmic Runes in Tirannwn.,27 Runecrafting,Easy,10,
1187,Tirannwn,Craft Death Runes in Tirannwn.,65 Runecrafting,Hard,80,
1188,Tirannwn,Use the Lunar Spellbook in Tirannwn.,65 Magic,Hard,80,
1189,Tirannwn,Teleport to Prifddinas.,75 Magic,Hard,80,
1190,Tirannwn,Cast Ice Barrage in Tirannwn.,94 Magic,Elite,200,
1191,Tirannwn,Pickpocket an Elf in Tirannwn.,85 Thieving,Hard,80,
1192,Tirannwn,Steal from an Elf Stall in Tirannwn.,75 Thieving,Hard,80,
1193,Tirannwn,Craft a Crystal Key in Tirannwn.,50 Crafting,Medium,30,
1194,Tirannwn,Craft Black Dragonhide Armor in Tirannwn.,84 Crafting,Hard,80,
1195,Tirannwn,Smith an Adamant Item in Tirannwn.,70 Smithing,Hard,80,
1196,Tirannwn,Smith a Rune Item in Tirannwn.,85 Smithing,Hard,80,
1197,Tirannwn,Defeat a Moss Giant in Tirannwn.,,Easy,10,
1198,Tirannwn,Defeat a Shadow Warrior in Tirannwn.,,Medium,30,
1199,Tirannwn,Defeat a Fire Giant in Tirannwn.,,Medium,30,
1200,Tirannwn,Defeat a Greater Demon in Tirannwn.,,Medium,30,
1201,Tirannwn,Defeat a Dark Beast in Tirannwn.,90 Slayer,Elite,200,
1202,Tirannwn,Defeat an Elf Warrior in Tirannwn.,,Hard,80,
1203,Tirannwn,Defeat a Death Spawn in Tirannwn.,,Medium,30,
1204,Tirannwn,Defeat a Mourner in Tirannwn.,,Medium,30,
1205,Tirannwn,Defeat a Kurask in Tirannwn.,70 Slayer,Hard,80,
1206,Tirannwn,Recharge Prayer in Prifddinas.,70 Prayer,Hard,80,
1207,Tirannwn,Use the Furnace in Prifddinas.,70 Agility,Hard,80,
1208,Tirannwn,Use the Anvil in Prifddinas.,70 Agility,Hard,80,
1209,Tirannwn,Speak to Eluned.,,Easy,10,
1210,Tirannwn,Speak to Islwyn.,,Easy,10,
1211,Tirannwn,Speak to Arianwyn.,,Easy,10,
1212,Tirannwn,Use a Crystal Teleport Seed in Tirannwn.,50 Magic,Medium,30,
1213,Tirannwn,Charge a Crystal Teleport Seed.,70 Magic,Hard,80,
1214,Tirannwn,Enter the Crystal Singing Bowl Area.,70 Crafting,Hard,80,
1215,Tirannwn,Create a Crystal Tool in Tirannwn.,70 Crafting,Hard,80,
1216,Tirannwn,Create Crystal Armor in Tirannwn.,80 Crafting,Hard,80,
1217,Tirannwn,Fish in the Prifddinas Waterfall Area.,70 Fishing,Hard,80,
1218,Tirannwn,Burn Yew Logs in Tirannwn.,60 Firemaking,Hard,80,
1219,Tirannwn,Fill an Inventory with Teak Logs in Tirannwn.,35 Woodcutting,Medium,30,
1220,Tirannwn,Catch an Impling in Tirannwn.,17 Hunter,Easy,10,
1221,Tirannwn,Use a Fairy Ring in Tirannwn.,,Easy,10,
1222,Tirannwn,Enter the Rabbit Hole Shortcut in Tirannwn.,60 Agility,Hard,80,
1223,Tirannwn,Cross the Leaf Trap in Tirannwn.,65 Agility,Hard,80,
1224,Tirannwn,Mine Crystal Shards in Tirannwn.,70 Mining,Hard,80,
1225,Tirannwn,Catch a Black Warlock in Tirannwn.,45 Hunter,Medium,30,
1226,Tirannwn,Defeat a Rabbit in Tirannwn.,,Easy,10,
1227,Tirannwn,Defeat a Bear in Tirannwn.,,Easy,10,
1228,Tirannwn,Defeat a Wolf in Tirannwn.,,Easy,10,
1229,Tirannwn,Fill an Inventory with Bass in Tirannwn.,46 Fishing,Medium,30,
1230,Tirannwn,Catch Raw Lobsters in Tirannwn.,40 Fishing,Medium,30,
1231,Tirannwn,Cook Raw Lobsters in Tirannwn.,40 Cooking,Medium,30,
1232,Tirannwn,Use the Sawmill in Prifddinas.,70 Agility,Hard,80,
1233,Tirannwn,Enter the Cadarn District.,70 Agility,Hard,80,
1234,Tirannwn,Enter the Iorwerth District.,70 Agility,Hard,80,
1235,Tirannwn,Enter the Crwys District.,70 Agility,Hard,80,
1236,Wilderness,Enter the Wilderness.,,Easy,10,
1237,Wilderness,Enter Level 10 Wilderness.,,Easy,10,
1238,Wilderness,Enter Level 20 Wilderness.,,Medium,30,
1239,Wilderness,Enter Level 30 Wilderness.,,Hard,80,
1240,Wilderness,Enter Level 50 Wilderness.,,Hard,80,
1241,Wilderness,Enter the Wilderness Slayer Cave.,,Hard,80,
1242,Wilderness,Enter the Revenant Caves.,,Hard,80,
1243,Wilderness,Enter the Lava Maze.,,Medium,30,
1244,Wilderness,Enter the Wilderness Agility Course.,52 Agility,Medium,30,
1245,Wilderness,Complete a Lap of the Wilderness Agility Course.,52 Agility,Medium,30,
1246,Wilderness,Cross the Wilderness Agility Pipe.,52 Agility,Medium,30,
1247,Wilderness,Mine Runite Ore in the Wilderness.,85 Mining,Hard,80,
1248,Wilderness,Mine Adamantite Ore in the Wilderness.,70 Mining,Hard,80,
1249,Wilderness,Fish Dark Crabs in the Wilderness.,85 Fishing,Hard,80,
1250,Wilderness,Cook Dark Crabs in the Wilderness.,90 Cooking,Elite,200,
1251,Wilderness,Chop Magic Trees in the Wilderness.,75 Woodcutting,Hard,80,
1252,Wilderness,Burn Magic Logs in the Wilderness.,75 Firemaking,Hard,80,
1253,Wilderness,Catch Black Salamanders in the Wilderness.,67 Hunter,Hard,80,
1254,Wilderness,Catch a Dragon Impling in the Wilderness.,83 Hunter,Hard,80,
1255,Wilderness,Catch an Impling in the Wilderness.,17 Hunter,Easy,10,
1256,Wilderness,Craft Blood Runes at the Wilderness Blood Altar.,77 Runecrafting,Hard,80,
1257,Wilderness,Craft Chaos Runes in the Wilderness.,35 Runecrafting,Medium,30,
1258,Wilderness,Cast Ice Burst in the Wilderness.,70 Magic,Hard,80,
1259,Wilderness,Cast Ice Barrage in the Wilderness.,94 Magic,Elite,200,
1260,Wilderness,Teleport from Level 30 Wilderness.,85 Magic,Hard,80,
1261,Wilderness,Pick the Wilderness Lever.,,Easy,10,
1262,Wilderness,Open the Rogues’ Castle Chest.,50 Thieving,Medium,30,
1263,Wilderness,Steal from the Rogues’ Castle Stalls.,50 Thieving,Medium,30,
1264,Wilderness,Craft Black Dragonhide Armor in the Wilderness.,84 Crafting,Hard,80,
1265,Wilderness,Smith a Rune Item in the Wilderness.,85 Smithing,Hard,80,
1266,Wilderness,Defeat a Skeleton in the Wilderness.,,Easy,10,
1267,Wilderness,Defeat a Zombie in the Wilderness.,,Easy,10,
1268,Wilderness,Defeat a Green Dragon in the Wilderness.,,Hard,80,
1269,Wilderness,Defeat a Greater Demon in the Wilderness.,,Medium,30,
1270,Wilderness,Defeat a Black Demon in the Wilderness.,,Hard,80,
1271,Wilderness,Defeat a Hellhound in the Wilderness.,,Medium,30,
1272,Wilderness,Defeat an Ice Giant in the Wilderness.,,Medium,30,
1273,Wilderness,Defeat an Ice Warrior in the Wilderness.,,Medium,30,
1274,Wilderness,Defeat a Revenant Goblin in the Wilderness.,,Medium,30,
1275,Wilderness,Defeat a Revenant Knight in the Wilderness.,,Hard,80,
1276,Wilderness,Defeat a Revenant Dragon in the Wilderness.,,Elite,200,
1277,Wilderness,Defeat an Ankous in the Wilderness.,,Medium,30,
1278,Wilderness,Defeat a Mammoth in the Wilderness.,,Hard,80,
1279,Wilderness,Defeat a Bandit in the Wilderness.,,Easy,10,
1280,Wilderness,Defeat a Chaos Dwarf in the Wilderness.,,Medium,30,
1281,Wilderness,Defeat a Lava Dragon in the Wilderness.,,Hard,80,
1282,Wilderness,Defeat a Dark Warrior in the Wilderness.,,Medium,30,
1283,Wilderness,Defeat a Rogue in the Wilderness.,,Easy,10,
1284,Wilderness,Defeat a Chaos Fanatic in the Wilderness.,,Hard,80,
1285,Wilderness,Defeat Crazy Archaeologist in the Wilderness.,,Hard,80,
1286,Wilderness,Defeat Scorpia in the Wilderness.,,Hard,80,
1287,Wilderness,Defeat Vet’ion in the Wilderness.,,Elite,200,
1288,Wilderness,Defeat Callisto in the Wilderness.,,Elite,200,
1289,Wilderness,Defeat Venenatis in the Wilderness.,,Elite,200,
